transaction_id,timestamp,user_id,account_type,category,amount,currency,payment_method,device_type,risk_score,is_fraud
TXN_102262,2025-11-19 07:13:13.821309,USR_9143,Checking,Travel,64.93,USD,Debit Card,ATM,46.31,0
TXN_102263,2025-11-19 07:49:13.821309,USR_2239,Checking,Dining,18.5,USD,Credit Card,POS Terminal,25.78,0
TXN_102264,2025-11-19 07:56:13.821309,USR_1296,Savings,Electronics,28.98,USD,Debit Card,Mobile,28.58,0
TXN_102265,2025-11-19 08:18:13.821309,USR_8559,Checking,Travel,670.14,USD,UPI,Mobile,17.26,0
TXN_102266,2025-11-19 10:04:13.821309,USR_9081,Checking,Utilities,36.58,USD,Debit Card,Desktop,32.84,0
TXN_102267,2025-11-19 12:19:13.821309,USR_3674,Savings,Dining,134.05,USD,Debit Card,Desktop,11.19,0
TXN_102268,2025-11-19 13:31:13.821309,USR_8361,Savings,Dining,14.38,USD,Debit Card,Mobile,39.02,0
TXN_102269,2025-11-19 13:59:13.821309,USR_4358,Checking,Entertainment,45.65,USD,Credit Card,Mobile,54.51,0
TXN_102270,2025-11-19 14:02:13.821309,USR_4577,Savings,Groceries,13.64,USD,UPI,Desktop,37.09,0
TXN_102271,2025-11-19 14:15:13.821309,USR_8425,Checking,Dining,15.05,USD,Debit Card,Mobile,53.23,0
TXN_102272,2025-11-19 15:50:13.821309,USR_2080,Savings,Electronics,64.92,USD,Debit Card,ATM,48.89,0
TXN_102273,2025-11-19 17:36:13.821309,USR_2672,Savings,Utilities,10.12,USD,Credit Card,Mobile,59.97,0
TXN_102274,2025-11-19 18:17:13.821309,USR_7180,Checking,Groceries,7.31,USD,UPI,Desktop,16.05,0
TXN_102275,2025-11-19 19:26:13.821309,USR_4871,Savings,Utilities,57.61,USD,Debit Card,Desktop,3.74,0
TXN_102276,2025-11-19 19:26:13.821309,USR_5507,Credit Card,Groceries,15.85,USD,Credit Card,Mobile,21.1,0
TXN_102277,2025-11-19 19:33:13.821309,USR_8426,Credit Card,Groceries,19.93,USD,Bank Transfer,Mobile,30.57,0
TXN_102278,2025-11-19 20:35:13.821309,USR_2621,Checking,Utilities,3.74,USD,UPI,Desktop,35.6,0
TXN_102279,2025-11-19 20:49:13.821309,USR_8407,Checking,Utilities,6.71,USD,Debit Card,Mobile,6.68,0
TXN_102280,2025-11-19 20:49:13.821309,USR_6821,Credit Card,Healthcare,34.56,USD,Debit Card,Mobile,63.96,0
TXN_102281,2025-11-19 21:06:13.821309,USR_6758,Savings,Dining,20.97,USD,Bank Transfer,Mobile,24.79,0
TXN_102282,2025-11-19 21:32:13.821309,USR_4055,Checking,Dining,73.71,USD,UPI,Mobile,5.52,0
TXN_102283,2025-11-19 22:04:13.821309,USR_4646,Savings,Utilities,10.08,USD,Debit Card,ATM,40.52,0
TXN_102284,2025-11-19 23:10:13.821309,USR_4619,Checking,Electronics,22.59,USD,Debit Card,Desktop,36.7,0
TXN_102285,2025-11-19 23:38:13.821309,USR_8980,Checking,Groceries,28.54,USD,Credit Card,Mobile,6.16,0
TXN_102286,2025-11-20 00:52:13.821309,USR_2064,Checking,Groceries,21.66,USD,Credit Card,ATM,12.36,0
TXN_102287,2025-11-20 03:01:13.821309,USR_9014,Savings,Groceries,52.31,USD,Credit Card,Mobile,62.01,0
TXN_102288,2025-11-20 04:05:13.821309,USR_9143,Savings,Electronics,8.21,USD,Credit Card,Mobile,38.58,0
TXN_102289,2025-11-20 04:49:13.821309,USR_3427,Checking,Online Transfer,47.63,USD,UPI,Mobile,31.49,0
TXN_102290,2025-11-20 05:55:13.821309,USR_6785,Savings,Entertainment,94.92,USD,Credit Card,Desktop,45.35,0
TXN_102291,2025-11-20 06:32:13.821309,USR_1004,Checking,Online Transfer,10.96,USD,UPI,Desktop,30.91,0
TXN_102292,2025-11-20 06:36:13.821309,USR_6378,Checking,Online Transfer,42.13,USD,Debit Card,Mobile,42.43,0
TXN_102293,2025-11-20 06:44:13.821309,USR_7658,Savings,Dining,40.17,USD,Debit Card,Mobile,16.65,0
TXN_102294,2025-11-20 06:58:13.821309,USR_3493,Savings,Groceries,51.81,USD,Credit Card,Mobile,9.41,0
TXN_102295,2025-11-20 07:12:13.821309,USR_3951,Checking,Travel,27.16,USD,Debit Card,Desktop,7.43,0
TXN_102296,2025-11-20 08:00:13.821309,USR_9950,Checking,Healthcare,129.04,USD,Credit Card,POS Terminal,7.0,0
TXN_102297,2025-11-20 09:37:13.821309,USR_2681,Savings,Dining,276.25,USD,Debit Card,Mobile,24.24,0
TXN_102298,2025-11-20 10:07:13.821309,USR_9830,Savings,Dining,53.92,USD,UPI,Desktop,25.28,1
TXN_102299,2025-11-20 11:01:13.821309,USR_3636,Savings,Groceries,38.29,USD,Debit Card,Desktop,18.26,0
TXN_102300,2025-11-20 11:07:13.821309,USR_3479,Savings,Dining,27.53,USD,UPI,Desktop,20.58,0
TXN_102301,2025-11-20 11:13:13.821309,USR_2600,Checking,Dining,6.39,USD,UPI,Mobile,26.61,0
TXN_102302,2025-11-20 11:45:13.821309,USR_6834,Checking,Dining,5.64,USD,UPI,Mobile,22.49,0
TXN_102303,2025-11-20 12:23:13.821309,USR_6960,Checking,Healthcare,7.62,USD,Credit Card,Desktop,17.24,0
TXN_102304,2025-11-20 12:30:13.821309,USR_5131,Checking,Groceries,36.32,USD,Bank Transfer,Desktop,6.76,0
TXN_102305,2025-11-20 14:19:13.821309,USR_4206,Savings,Online Transfer,21.93,USD,Debit Card,Mobile,5.94,0
TXN_102306,2025-11-20 16:05:13.821309,USR_2331,Checking,Groceries,145.45,USD,UPI,Mobile,6.95,0
TXN_102307,2025-11-20 17:51:13.821309,USR_3335,Checking,Online Transfer,1.72,USD,Debit Card,Mobile,17.55,0
TXN_102308,2025-11-20 17:54:13.821309,USR_9753,Checking,Dining,28.35,USD,Debit Card,Mobile,29.06,0
TXN_102309,2025-11-20 18:28:13.821309,USR_2520,Checking,Utilities,43.67,USD,Bank Transfer,Mobile,22.58,0
TXN_102310,2025-11-20 18:48:13.821309,USR_8276,Checking,Groceries,72.78,USD,Credit Card,Mobile,45.48,0
TXN_102311,2025-11-20 20:18:13.821309,USR_5622,Checking,Utilities,31.74,USD,Debit Card,Mobile,19.41,0
TXN_102312,2025-11-20 22:00:13.821309,USR_6769,Savings,Healthcare,40.5,USD,Credit Card,Mobile,15.39,0
TXN_102313,2025-11-20 22:04:13.821309,USR_4239,Checking,Groceries,32.91,USD,Credit Card,Desktop,7.32,0
TXN_102314,2025-11-20 22:53:13.821309,USR_1455,Checking,Groceries,43.98,USD,UPI,Mobile,30.97,0
TXN_102315,2025-11-20 23:33:13.821309,USR_6725,Credit Card,Electronics,26.54,USD,Credit Card,Desktop,34.21,0
TXN_102316,2025-11-21 01:53:13.821309,USR_7817,Checking,Groceries,278.05,USD,UPI,Mobile,30.03,0
TXN_102317,2025-11-21 01:59:13.821309,USR_9808,Checking,Groceries,51.19,USD,Debit Card,Mobile,22.59,0
TXN_102318,2025-11-21 02:49:13.821309,USR_5200,Checking,Utilities,33.69,USD,Debit Card,Mobile,39.1,0
TXN_102319,2025-11-21 04:21:13.821309,USR_4476,Credit Card,Groceries,12.04,USD,Credit Card,Desktop,47.76,0
TXN_102320,2025-11-21 05:36:13.821309,USR_9558,Credit Card,Utilities,18.61,USD,Credit Card,Desktop,32.68,0
TXN_102321,2025-11-21 08:48:13.821309,USR_3268,Checking,Healthcare,142.76,USD,Bank Transfer,Mobile,27.76,0
TXN_102322,2025-11-21 08:49:13.821309,USR_9753,Checking,Utilities,1.76,USD,UPI,Mobile,2.08,0
TXN_102323,2025-11-21 08:56:13.821309,USR_9366,Savings,Groceries,28.86,USD,Credit Card,Mobile,38.42,0
TXN_102324,2025-11-21 09:01:13.821309,USR_7457,Checking,Travel,26.38,USD,Credit Card,Desktop,37.03,0
TXN_102325,2025-11-21 09:02:13.821309,USR_7953,Checking,Dining,47.0,USD,Credit Card,Mobile,2.32,0
TXN_102326,2025-11-21 09:54:13.821309,USR_6367,Checking,Electronics,36.3,USD,Credit Card,Desktop,5.66,0
TXN_102327,2025-11-21 10:25:13.821309,USR_1653,Savings,Electronics,143.65,USD,UPI,Desktop,24.87,0
TXN_102328,2025-11-21 12:22:13.821309,USR_2236,Checking,Online Transfer,30.21,USD,UPI,Desktop,14.35,0
TXN_102329,2025-11-21 13:11:13.821309,USR_9585,Savings,Utilities,25.27,USD,Debit Card,ATM,28.86,0
TXN_102330,2025-11-21 13:14:13.821309,USR_9339,Checking,Groceries,77.24,USD,UPI,ATM,47.77,0
TXN_102331,2025-11-21 14:04:13.821309,USR_8410,Savings,Dining,146.37,USD,Credit Card,Desktop,37.29,0
TXN_102332,2025-11-21 14:06:13.821309,USR_8399,Checking,Electronics,57.72,USD,Debit Card,POS Terminal,5.17,0
TXN_102333,2025-11-21 14:49:13.821309,USR_3348,Savings,Online Transfer,82.49,USD,UPI,Mobile,41.48,0
TXN_102334,2025-11-21 16:28:13.821309,USR_1793,Savings,Online Transfer,21.35,USD,Credit Card,Mobile,13.55,0
TXN_102335,2025-11-21 16:56:13.821309,USR_4550,Checking,Electronics,31.12,USD,Debit Card,Mobile,31.7,0
TXN_102336,2025-11-21 17:16:13.821309,USR_3525,Savings,Dining,138.98,USD,Debit Card,ATM,14.92,0
TXN_102337,2025-11-21 17:18:13.821309,USR_2877,Checking,Travel,48.39,USD,Debit Card,Desktop,7.02,0
TXN_102338,2025-11-21 17:32:13.821309,USR_6267,Credit Card,Dining,20.78,USD,Debit Card,Mobile,51.23,0
TXN_102339,2025-11-21 17:52:13.821309,USR_9568,Credit Card,Groceries,28.1,USD,Debit Card,Desktop,43.59,0
TXN_102340,2025-11-21 18:24:13.821309,USR_1296,Savings,Utilities,84.85,USD,Debit Card,Mobile,8.54,0
TXN_102341,2025-11-21 19:38:13.821309,USR_2107,Checking,Electronics,93.58,USD,Credit Card,Mobile,20.63,0
TXN_102342,2025-11-21 19:42:13.821309,USR_1700,Savings,Utilities,10.74,USD,Credit Card,Mobile,10.7,0
TXN_102343,2025-11-21 20:47:13.821309,USR_2269,Credit Card,Dining,40.4,USD,Debit Card,Mobile,34.73,0
TXN_102344,2025-11-21 21:35:13.821309,USR_5654,Checking,Utilities,26.88,USD,Credit Card,Mobile,15.41,0
TXN_102345,2025-11-21 22:17:13.821309,USR_3371,Savings,Utilities,25.23,USD,UPI,Desktop,25.75,0
TXN_102346,2025-11-21 22:28:13.821309,USR_9792,Checking,Dining,117.14,USD,UPI,Desktop,65.52,0
TXN_102347,2025-11-21 23:09:13.821309,USR_8215,Savings,Utilities,20.88,USD,Credit Card,Mobile,6.83,0
TXN_102348,2025-11-21 23:16:13.821309,USR_4097,Checking,Dining,14.39,USD,UPI,Mobile,40.83,0
TXN_102349,2025-11-22 00:17:13.821309,USR_9699,Checking,Groceries,11.06,USD,Debit Card,Desktop,19.76,0
TXN_102350,2025-11-22 00:57:13.821309,USR_6582,Checking,Groceries,22.38,USD,Credit Card,ATM,20.56,0
TXN_102351,2025-11-22 02:44:13.821309,USR_9383,Checking,Groceries,12.08,USD,Debit Card,POS Terminal,26.39,0
TXN_102352,2025-11-22 03:24:13.821309,USR_5257,Credit Card,Groceries,10.47,USD,Debit Card,Mobile,22.09,0
TXN_102353,2025-11-22 03:46:13.821309,USR_9865,Credit Card,Utilities,10.19,USD,Credit Card,Mobile,20.02,0
TXN_102354,2025-11-22 04:05:13.821309,USR_8282,Checking,Dining,10.87,USD,Credit Card,Mobile,31.63,0
TXN_102355,2025-11-22 04:32:13.821309,USR_7995,Checking,Groceries,11.74,USD,Credit Card,Mobile,45.19,1
TXN_102356,2025-11-22 04:41:13.821309,USR_2361,Checking,Entertainment,42.05,USD,Credit Card,Desktop,19.84,0
TXN_102357,2025-11-22 05:46:13.821309,USR_1712,Credit Card,Utilities,3.14,USD,Credit Card,Mobile,46.31,0
TXN_102358,2025-11-22 06:00:13.821309,USR_9201,Savings,Dining,12.53,USD,Debit Card,ATM,32.78,0
TXN_102359,2025-11-22 10:12:13.821309,USR_8820,Savings,Groceries,24.28,USD,Credit Card,Desktop,19.23,0
TXN_102360,2025-11-22 12:43:13.821309,USR_4391,Savings,Groceries,95.92,USD,Credit Card,Mobile,15.16,1
TXN_102361,2025-11-22 13:06:13.821309,USR_5710,Checking,Dining,20.69,USD,Credit Card,Desktop,10.38,0
TXN_102362,2025-11-22 14:08:13.821309,USR_1022,Savings,Healthcare,22.9,USD,UPI,Mobile,20.13,0
TXN_102363,2025-11-22 14:42:13.821309,USR_4251,Checking,Groceries,24.61,USD,Debit Card,Desktop,13.93,0
TXN_102364,2025-11-22 15:39:13.821309,USR_4927,Checking,Travel,3.65,USD,Debit Card,POS Terminal,39.21,0
TXN_102365,2025-11-22 17:36:13.821309,USR_4606,Checking,Online Transfer,55.98,USD,Debit Card,Mobile,55.24,0
TXN_102366,2025-11-22 17:36:13.821309,USR_4851,Checking,Utilities,53.47,USD,UPI,Desktop,41.13,0
TXN_102367,2025-11-22 17:46:13.821309,USR_9011,Savings,Dining,66.42,USD,Debit Card,Mobile,16.47,0
TXN_102368,2025-11-22 18:04:13.821309,USR_4413,Credit Card,Utilities,426.85,USD,Credit Card,Mobile,39.39,0
TXN_102369,2025-11-22 21:59:13.821309,USR_9221,Credit Card,Entertainment,6.5,USD,Credit Card,Desktop,17.02,0
TXN_102370,2025-11-22 22:29:13.821309,USR_7240,Checking,Travel,5.28,USD,Credit Card,Mobile,12.22,0
TXN_102371,2025-11-23 01:42:13.821309,USR_3574,Credit Card,Healthcare,58.94,USD,Debit Card,Mobile,12.66,0
TXN_102372,2025-11-23 02:21:13.821309,USR_3426,Savings,Dining,18.7,USD,Credit Card,Mobile,52.38,0
TXN_102373,2025-11-23 03:49:13.821309,USR_2655,Checking,Entertainment,9.17,USD,Credit Card,Mobile,22.48,0
TXN_102374,2025-11-23 03:54:13.821309,USR_8943,Savings,Online Transfer,19.87,USD,Debit Card,Desktop,21.62,0
TXN_102375,2025-11-23 04:15:13.821309,USR_2621,Checking,Dining,13.73,USD,Debit Card,ATM,16.91,0
TXN_102376,2025-11-23 05:30:13.821309,USR_7098,Savings,Travel,180.78,USD,UPI,Mobile,58.52,0
TXN_102377,2025-11-23 05:53:13.821309,USR_6660,Checking,Travel,326.36,USD,Debit Card,Mobile,13.32,0
TXN_102378,2025-11-23 07:18:13.821309,USR_9172,Savings,Entertainment,4.49,USD,Bank Transfer,Mobile,71.97,1
TXN_102379,2025-11-23 07:35:13.821309,USR_7629,Checking,Entertainment,5.34,USD,Bank Transfer,Mobile,28.29,0
TXN_102380,2025-11-23 07:52:13.821309,USR_6083,Savings,Groceries,11.76,USD,UPI,Mobile,21.82,0
TXN_102381,2025-11-23 08:43:13.821309,USR_8066,Credit Card,Utilities,12.7,USD,Bank Transfer,Desktop,23.21,0
TXN_102382,2025-11-23 08:59:13.821309,USR_2304,Checking,Entertainment,11.56,USD,Credit Card,POS Terminal,1.49,0
TXN_102383,2025-11-23 09:26:13.821309,USR_7611,Savings,Utilities,21.9,USD,UPI,POS Terminal,27.77,0
TXN_102384,2025-11-23 09:46:13.821309,USR_3407,Savings,Utilities,16.58,USD,Credit Card,Mobile,28.47,0
TXN_102385,2025-11-23 10:29:13.821309,USR_6933,Checking,Groceries,6.12,USD,UPI,Mobile,13.69,0
TXN_102386,2025-11-23 11:28:13.821309,USR_6644,Savings,Dining,8.76,USD,Debit Card,Mobile,77.96,0
TXN_102387,2025-11-23 11:36:13.821309,USR_6518,Checking,Entertainment,148.56,USD,Credit Card,Mobile,43.96,0
TXN_102388,2025-11-23 11:38:13.821309,USR_3099,Checking,Online Transfer,18.3,USD,Bank Transfer,Desktop,12.16,0
TXN_102389,2025-11-23 12:34:13.821309,USR_2285,Savings,Groceries,17.3,USD,Credit Card,Mobile,16.76,0
TXN_102390,2025-11-23 13:28:13.821309,USR_3996,Savings,Travel,5.09,USD,UPI,Mobile,42.23,0
TXN_102391,2025-11-23 14:35:13.821309,USR_7086,Checking,Entertainment,16.29,USD,Debit Card,Mobile,39.22,0
TXN_102392,2025-11-23 15:59:13.821309,USR_6268,Savings,Entertainment,78.02,USD,Credit Card,ATM,13.67,0
TXN_102393,2025-11-23 16:39:13.821309,USR_1895,Savings,Travel,52.2,USD,Debit Card,Mobile,21.84,0
TXN_102394,2025-11-23 18:05:13.821309,USR_9762,Savings,Groceries,66.17,USD,Credit Card,Desktop,20.77,0
TXN_102395,2025-11-23 18:51:13.821309,USR_1619,Savings,Utilities,7.21,USD,Bank Transfer,Mobile,38.83,0
TXN_102396,2025-11-23 20:45:13.821309,USR_8343,Savings,Entertainment,7.09,USD,Bank Transfer,Desktop,9.72,0
TXN_102397,2025-11-23 22:52:13.821309,USR_4260,Credit Card,Utilities,94.33,USD,UPI,Mobile,30.84,0
TXN_102398,2025-11-23 23:28:13.821309,USR_3382,Checking,Entertainment,67.28,USD,UPI,Desktop,51.61,0
TXN_102399,2025-11-24 00:55:13.821309,USR_3894,Checking,Dining,20.4,USD,Credit Card,Desktop,18.99,0
TXN_102400,2025-11-24 02:59:13.821309,USR_4247,Savings,Online Transfer,69.29,USD,Debit Card,Mobile,21.45,0
TXN_102401,2025-11-24 03:31:13.821309,USR_8664,Savings,Entertainment,7.22,USD,Credit Card,Mobile,42.86,0
TXN_102402,2025-11-24 03:37:13.821309,USR_9291,Checking,Travel,6.9,USD,Debit Card,Mobile,31.35,0
TXN_102403,2025-11-24 04:21:13.821309,USR_7473,Checking,Online Transfer,4.58,USD,Credit Card,Desktop,40.64,0
TXN_102404,2025-11-24 05:33:13.821309,USR_8089,Savings,Online Transfer,40.35,USD,Debit Card,Desktop,6.28,0
TXN_102405,2025-11-24 05:40:13.821309,USR_2064,Checking,Entertainment,34.41,USD,Debit Card,Desktop,36.31,0
TXN_102406,2025-11-24 10:11:13.821309,USR_5942,Checking,Travel,15.26,USD,Credit Card,Desktop,32.22,0
TXN_102407,2025-11-24 10:56:13.821309,USR_9155,Checking,Dining,11.49,USD,Credit Card,Mobile,14.6,0
TXN_102408,2025-11-24 11:58:13.821309,USR_2520,Savings,Electronics,386.06,USD,Credit Card,Desktop,4.04,0
TXN_102409,2025-11-24 12:34:13.821309,USR_2361,Checking,Electronics,20.39,USD,UPI,Mobile,37.62,0
TXN_102410,2025-11-24 13:13:13.821309,USR_4596,Checking,Dining,124.82,USD,Credit Card,Mobile,45.77,0
TXN_102411,2025-11-24 14:08:13.821309,USR_2824,Credit Card,Travel,23.08,USD,Credit Card,Mobile,39.35,0
TXN_102412,2025-11-24 14:43:13.821309,USR_1058,Checking,Groceries,15.63,USD,UPI,Desktop,13.19,0
TXN_102413,2025-11-24 15:33:13.821309,USR_7724,Savings,Online Transfer,128.81,USD,Credit Card,POS Terminal,34.91,0
TXN_102414,2025-11-24 17:40:13.821309,USR_6003,Checking,Travel,64.65,USD,Debit Card,Desktop,32.62,0
TXN_102415,2025-11-24 20:01:13.821309,USR_1442,Checking,Dining,26.4,USD,UPI,Mobile,15.78,0
TXN_102416,2025-11-24 20:18:13.821309,USR_1527,Checking,Dining,94.36,USD,Debit Card,Mobile,39.52,0
TXN_102417,2025-11-24 20:23:13.821309,USR_1932,Checking,Groceries,433.69,USD,Debit Card,Mobile,15.92,0
TXN_102418,2025-11-24 20:31:13.821309,USR_9702,Credit Card,Healthcare,12.11,USD,Credit Card,Mobile,20.2,0
TXN_102419,2025-11-24 21:46:13.821309,USR_6422,Savings,Electronics,45.55,USD,Credit Card,Desktop,7.43,0
TXN_102420,2025-11-24 22:13:13.821309,USR_9753,Savings,Utilities,17.29,USD,Debit Card,Mobile,54.89,0
TXN_102421,2025-11-24 22:56:13.821309,USR_7953,Checking,Travel,9.7,USD,Credit Card,Mobile,59.09,0
TXN_102422,2025-11-24 23:31:13.821309,USR_4232,Savings,Travel,9.41,USD,UPI,Desktop,24.26,0
TXN_102423,2025-11-24 23:47:13.821309,USR_2364,Savings,Dining,156.27,USD,Debit Card,Mobile,37.52,0
TXN_102424,2025-11-25 00:40:13.821309,USR_1932,Checking,Groceries,3.64,USD,Debit Card,Desktop,17.21,0
TXN_102425,2025-11-25 02:04:13.821309,USR_8680,Checking,Electronics,47.4,USD,Credit Card,Desktop,30.9,0
TXN_102426,2025-11-25 04:29:13.821309,USR_9107,Savings,Dining,10.94,USD,UPI,Desktop,60.58,0
TXN_102427,2025-11-25 05:05:13.821309,USR_4195,Checking,Entertainment,190.52,USD,Debit Card,Mobile,46.71,0
TXN_102428,2025-11-25 07:11:13.821309,USR_5650,Savings,Dining,20.08,USD,Debit Card,Mobile,23.8,0
TXN_102429,2025-11-25 10:11:13.821309,USR_7443,Savings,Groceries,18.17,USD,Debit Card,Desktop,13.72,0
TXN_102430,2025-11-25 13:20:13.821309,USR_1743,Savings,Groceries,152.39,USD,Debit Card,Mobile,25.08,0
TXN_102431,2025-11-25 13:26:13.821309,USR_5750,Savings,Utilities,71.13,USD,Debit Card,POS Terminal,6.81,0
TXN_102432,2025-11-25 13:48:13.821309,USR_5055,Checking,Dining,49.88,USD,Debit Card,Mobile,18.7,0
TXN_102433,2025-11-25 14:23:13.821309,USR_1105,Credit Card,Groceries,65.79,USD,Debit Card,Desktop,41.47,0
TXN_102434,2025-11-25 15:11:13.821309,USR_7661,Checking,Utilities,8.24,USD,Credit Card,Mobile,48.48,0
TXN_102435,2025-11-25 16:29:13.821309,USR_5923,Savings,Groceries,61.31,USD,Credit Card,Mobile,12.2,0
TXN_102436,2025-11-25 18:38:13.821309,USR_9805,Checking,Dining,21.78,USD,Credit Card,POS Terminal,26.45,0
TXN_102437,2025-11-25 20:54:13.821309,USR_2140,Savings,Electronics,40.33,USD,Credit Card,Desktop,26.15,0
TXN_102438,2025-11-25 20:59:13.821309,USR_5880,Savings,Online Transfer,46.2,USD,Credit Card,Desktop,36.63,0
TXN_102439,2025-11-25 21:37:13.821309,USR_6367,Checking,Groceries,7.99,USD,UPI,Mobile,24.0,0
TXN_102440,2025-11-25 22:39:13.821309,USR_8892,Checking,Dining,52.1,USD,Debit Card,ATM,64.95,0
TXN_102441,2025-11-25 22:43:13.821309,USR_7651,Savings,Online Transfer,22.09,USD,Bank Transfer,Desktop,5.43,0
TXN_102442,2025-11-26 00:05:13.821309,USR_3944,Savings,Electronics,6.93,USD,Credit Card,Mobile,57.46,0
TXN_102443,2025-11-26 00:15:13.821309,USR_8680,Credit Card,Utilities,23.08,USD,Debit Card,Mobile,22.97,0
TXN_102444,2025-11-26 01:06:13.821309,USR_5112,Checking,Electronics,27.72,USD,UPI,Mobile,6.33,0
TXN_102445,2025-11-26 02:19:13.821309,USR_3530,Credit Card,Groceries,52.09,USD,Debit Card,Mobile,21.32,0
TXN_102446,2025-11-26 03:08:13.821309,USR_4005,Credit Card,Travel,1.96,USD,Debit Card,ATM,3.62,0
TXN_102447,2025-11-26 03:19:13.821309,USR_2824,Checking,Online Transfer,41.55,USD,Debit Card,Mobile,9.5,0
TXN_102448,2025-11-26 04:30:13.821309,USR_7247,Savings,Dining,15.44,USD,Debit Card,Mobile,35.4,0
TXN_102449,2025-11-26 04:58:13.821309,USR_5880,Checking,Travel,66.08,USD,UPI,Mobile,39.97,0
TXN_102450,2025-11-26 05:58:13.821309,USR_6164,Savings,Travel,27.06,USD,Debit Card,Mobile,5.94,0
TXN_102451,2025-11-26 06:12:13.821309,USR_1709,Savings,Dining,18.79,USD,Bank Transfer,Mobile,48.86,0
TXN_102452,2025-11-26 08:10:13.821309,USR_2877,Checking,Travel,22.3,USD,Bank Transfer,Mobile,33.92,0
TXN_102453,2025-11-26 08:41:13.821309,USR_8494,Checking,Electronics,39.12,USD,Debit Card,Mobile,56.05,0
TXN_102454,2025-11-26 10:19:13.821309,USR_9163,Savings,Dining,73.6,USD,Credit Card,Desktop,6.53,0
TXN_102455,2025-11-26 10:46:13.821309,USR_8990,Checking,Dining,10.17,USD,Credit Card,Mobile,3.33,0
TXN_102456,2025-11-26 11:44:13.821309,USR_2459,Checking,Healthcare,18.58,USD,Credit Card,ATM,21.56,0
TXN_102457,2025-11-26 12:40:13.821309,USR_8120,Savings,Electronics,136.49,USD,Credit Card,Mobile,25.34,0
TXN_102458,2025-11-26 13:04:13.821309,USR_6785,Savings,Utilities,18.22,USD,Debit Card,Mobile,57.02,0
TXN_102459,2025-11-26 13:57:13.821309,USR_4830,Savings,Groceries,40.61,USD,Credit Card,ATM,17.62,0
TXN_102460,2025-11-26 14:33:13.821309,USR_1473,Savings,Electronics,6.98,USD,Debit Card,Mobile,36.04,0
TXN_102461,2025-11-26 15:02:13.821309,USR_2003,Checking,Utilities,4.11,USD,Credit Card,Mobile,43.29,0
TXN_102462,2025-11-26 15:42:13.821309,USR_3059,Checking,Entertainment,8.63,USD,Debit Card,Mobile,11.23,0
TXN_102463,2025-11-26 15:44:13.821309,USR_3652,Checking,Dining,12.69,USD,Credit Card,Desktop,27.51,0
TXN_102464,2025-11-26 16:21:13.821309,USR_1157,Savings,Electronics,85.11,USD,UPI,Mobile,35.0,0
TXN_102465,2025-11-26 16:31:13.821309,USR_4936,Savings,Online Transfer,96.01,USD,UPI,Desktop,17.94,0
TXN_102466,2025-11-26 16:48:13.821309,USR_3216,Savings,Groceries,3.26,USD,Debit Card,Mobile,40.98,0
TXN_102467,2025-11-26 18:21:13.821309,USR_7641,Savings,Utilities,14.95,USD,Bank Transfer,Mobile,42.39,0
TXN_102468,2025-11-26 19:19:13.821309,USR_4085,Savings,Utilities,58.41,USD,Credit Card,POS Terminal,9.57,0
TXN_102469,2025-11-26 19:24:13.821309,USR_4411,Checking,Utilities,24.15,USD,UPI,Mobile,38.73,0
TXN_102470,2025-11-26 20:28:13.821309,USR_3118,Savings,Online Transfer,141.88,USD,Debit Card,Mobile,42.43,0
TXN_102471,2025-11-26 20:35:13.821309,USR_5340,Checking,Utilities,56.87,USD,Credit Card,Desktop,15.7,0
TXN_102472,2025-11-26 20:59:13.821309,USR_4299,Checking,Electronics,20.2,USD,Credit Card,ATM,17.09,0
TXN_102473,2025-11-26 21:23:13.821309,USR_7060,Checking,Dining,22.27,USD,Credit Card,Desktop,20.34,0
TXN_102474,2025-11-26 21:59:13.821309,USR_2858,Savings,Dining,25.47,USD,UPI,Mobile,36.54,0
TXN_102475,2025-11-27 00:45:13.821309,USR_6309,Credit Card,Groceries,10.69,USD,Debit Card,ATM,65.6,0
TXN_102476,2025-11-27 00:48:13.821309,USR_8111,Credit Card,Online Transfer,76.18,USD,Credit Card,Mobile,46.86,0
TXN_102477,2025-11-27 01:02:13.821309,USR_4656,Savings,Groceries,61.35,USD,Debit Card,ATM,56.83,0
TXN_102478,2025-11-27 01:28:13.821309,USR_9342,Checking,Utilities,44.69,USD,Credit Card,Mobile,33.5,0
TXN_102479,2025-11-27 01:41:13.821309,USR_3309,Checking,Utilities,35.4,USD,Credit Card,ATM,38.47,1
TXN_102480,2025-11-27 02:51:13.821309,USR_3200,Checking,Entertainment,8.85,USD,Bank Transfer,Mobile,27.8,0
TXN_102481,2025-11-27 03:59:13.821309,USR_5177,Savings,Travel,47.21,USD,Debit Card,Desktop,62.57,0
TXN_102482,2025-11-27 04:10:13.821309,USR_5100,Checking,Utilities,31.25,USD,Debit Card,Desktop,43.33,0
TXN_102483,2025-11-27 04:33:13.821309,USR_2102,Checking,Electronics,245.3,USD,Bank Transfer,Desktop,31.27,0
TXN_102484,2025-11-27 05:14:13.821309,USR_6406,Checking,Utilities,6.54,USD,Debit Card,Desktop,6.6,0
TXN_102485,2025-11-27 07:10:13.821309,USR_7716,Credit Card,Electronics,12.24,USD,Credit Card,Mobile,37.83,0
